slug,name,location,bio,is_resident,profile_image_url,instagram_url,soundcloud_url,spotify_url,youtube_url,mixcloud_url,website_url,aliases
low-key-goddess,Low Key Goddess,,,false,,,,,,,,
lowkeydinthe-house,LowkeydintheHouse,,,false,,,,,,,,
lu-ying,Lu Ying,,,false,,,,,,,,
lubelski,Lubelski,"Los Angeles, CA","Lubelski is a Los Angeles-based producer and DJ whose hardware-heavy approach turns house music into something loose, psychedelic, and joyfully unpredictable. His catalog spans Dirtybird, Desert Hearts, Crosstown Rebels, Gruuv, Club Bad, and MOAN, with the 2022 album Happy Accidents showing the full range of his studio instincts. As a DJ, he has carried that weird-funk sensibility into major clubs and festivals including Lightning in a Bottle, Ultra Miami, Holy Ship\! Wrecked, Splash House, Elsewhere, Space Miami, and Public Works. Lubelski is a natural fit: playful machine music with serious low-end craft and no interest in coloring inside the lines.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/lubelski-d574fa8a.jpg,https://www.instagram.com/lubelski/,https://soundcloud.com/lubelski,,,,https://www.lubelskimusic.com,
lucky-cheese,Lucky Cheese,"Seattle, WA","Lucky Cheese is a Seattle DJ with roots in Chile and Washington. Her sets move through eclectic club sounds with a warm, playful touch, bringing local underground energy without getting locked into one lane.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/lucky-cheese-1fbc556b.jpg,https://www.instagram.com/luckycheese_/,https://soundcloud.com/jess-sandoval-459172600,,,,,
luke-mandala,Luke Mandala,"San Diego, CA","Luke Mandala is a San Diego-based live electronic performer who bridges acoustic musicianship and machine-driven dance music. His setup folds in live wind instruments, drumming, and electronic production, giving the performance a human pulse that can stretch beyond standard DJ architecture. The result lands somewhere between ritual, jam, and club system: organic textures wrapped around dance-floor motion. Luke Mandala brings livewire festival energy with actual musicianship behind it,earthy, psychedelic, and built to move.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/luke-mandala-51630db9.jpg,,https://soundcloud.com/luke-mandala,,,,,
lumi,Lumi,"Los Angeles, CA","Finnish DJ and producer centered around deep, cerebral, and introspective house and techno. Dark, ethereal visuals reminiscent of her Finnish heritage. Regular at Seattle's Monkey Loft.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/lumi-9b44f6ce.jpg,https://www.instagram.com/lumi_trax/,https://soundcloud.com/lumi_trax,,,,,
lusine,Lusine,,,false,,,,,,,,
luxo,Luxo,,,false,,,,,,,,
magda-halina,Magda Halina,,,false,,,,,,,,
malibu-delica,Malibu Delica,"Seattle, WA",Seattle DJ and enthusiastic selector with a crate spanning 90s rave to current sounds. Regular at Monkey Loft.,false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/malibu-delica-68ea5561.jpg,https://www.instagram.com/malibu_delica/,,,,,,
mango-ginger,Mango & Ginger,,"Brazilian DJ selecta duo KA and MATA, bringing global sounds and deep grooves to the dancefloor.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/449e9dd1-f3d2-4cbb-ab00-7cfdd6fa850b.jpg,https://www.instagram.com/mangoandginger,https://soundcloud.com/mangoandginger,,,,https://ra.co/dj/mangoandginger,
manwell,Manwell,,,false,,https://www.instagram.com/manwellmusic/,,,,,,
marbs,Marbs,"Los Angeles, CA","Matt ""Marbs"" Marabella is a Los Angeles-based DJ and producer, co-founder of Desert Hearts, and head of Desert Hearts Black. Influenced by Pink Floyd, Tool, and underground hip-hop, his sets command the dancefloor with sounds of mystical darkness and whimsical tribal rhythms. He founded Desert Hearts Black in 2019 to explore darker, more hypnotic sounds.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/32d0bc3c-404c-4036-a28a-43d343f3ba31.jpg,https://www.instagram.com/marbsdh/,,,,,https://deserthearts.us,
march-adstrum,March Adstrum,,,false,,https://www.instagram.com/air11_dotcom/,,,,,,
marco-valencia,Marco Valencia,,,false,,,,,,,,
marino,Marino,,,false,,,,,,,,
markie,Markie,,,false,,,,,,,,
marques-wyatt,Marques Wyatt,,,false,,https://www.instagram.com/marqueswyatt/,,,,,,
mary-droppinz,Mary Droppinz,,,false,,,,,,,,
matt-g,Matt G,,,false,,,,,,,,MattG
matthias-meyer,Matthias Meyer,,,false,,https://www.instagram.com/matthiasmeyermusic/,,,,,,
max-gain,Max Gain,,,false,,,,,,,,
maya-jane-coles,Maya Jane Coles,,,false,,,,,,,,
meow-pals,Meow Pals,"Seattle, WA","Meow Pals is a Seattle/Tremulant-linked DJ project documented on Kremwerk and DICE listings from the city's deeper club ecosystem. The name appears on Tremulant bills alongside Niki Sadeki, Zeebo, Parham, Captain Tremulant, Monotropa, and Jon-Paul Petry, placing the project in a psychedelic, melodic, small-room lane. The feel is niche and local in the best way: real scene presence, weird corners, and enough mystery to keep the room curious.",false,,,,,,,,
mercedes,Mercedes,,,false,,,,,,,,
merlin-the-girl,Merlin the Girl,,,false,,https://www.instagram.com/merlinthegirl,,,,,,
mia-maya,Mia Maya,,,false,,https://www.instagram.com/dj.mia.maya/,,,,,,
michael-manahan,Michael Manahan,"Seattle, WA","Michael Manahan has been a mover in Pacific Northwest underground arts and music culture for more than two decades. Based between the Cascade foothills, Seattle, and Portland, he works as a DJ, event producer, music producer, and creative force behind Hunt & Gather Recordings and Cascadia NW Arts and Music Festival. His sets sit comfortably between ambient depth, bass weight, and deep club focus, which makes him more than just another name on a lineup. Manahan brings regional history, outdoor-festival spirit, and the kind of patient pressure that knows how to stretch a night open.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/michael-manahan-5b9ca872.jpg,https://www.instagram.com/michaelmanahan1/,https://soundcloud.com/michael-manahan,,,https://www.mixcloud.com/michaelmanahan1,,Manahan|Michael Manahan
michelle-kestrel,Michelle Kestrel,,,false,,https://www.instagram.com/michellekestrelmusic/,,,,,,
mike-devlin,Mike Devlin,,,false,,https://www.instagram.com/mikedee123/,,,,,,
mikey-lion,Mikey Lion,"San Diego, CA","Part mythical desert harlequin, part modern soul conductor, Mikey Lion is more than a DJ. A San Diego native, he co-founded Desert Hearts Records and the Desert Hearts Festival movement, which started as a gathering of 200 in the Mojave in 2012 and grew into one of the most celebrated boutique festivals in North America.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/f51a6f4e-15a0-4822-9fa6-f8761ff0b71b.jpg,https://www.instagram.com/mikeylion/,,,,,https://deserthearts.us/artist/mikeylion,
milk-and-honey,Milk & Honey,"Seattle, WA","Milk & Honey is the Seattle duo of Everett Leftside and Zeebo, documented around Kremwerk's Tremulant orbit and centered on warm, drum-forward house music. Everett Leftside is also known as a MIND at LARGE resident, with sets moving through afro, melodic, deep, and tech tracks built around rhythm and introspection. Zeebo anchors the other half of the pairing, tying the project back to Seattle's deeper house community.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/milk-and-honey-6479f107.jpg,,https://soundcloud.com/everettleftside,,,,https://www.kremwerk.com/upcoming/2020/11/28/an-evening-aboard-the-good-ship-tremulant,
milo-hous,Milo Hous,"Seattle, WA","Seattle-based EDM music events collective and DJ crew representing the Pacific Northwest underground scene. Milo House Presents hosts multi-stage events at venues like Vue Seattle and Q Nightclub, spotlighting local and emerging artists in house, dubstep, and electronic music.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/milo-hous-60614d76.jpg,https://www.instagram.com/milohousepresents/,,,,,,
miss-min.d,Miss Min.D,"Seattle, WA","Miss Min.D is Mindy Christman, a Seattle multi-genre DJ, producer, promoter, and community builder whose roots run from Wyoming into the city's underground dance scene. Active in Seattle since 2004 and DJing since the vinyl era, she helped found Skunky Beats, DJ4NORML, and Fraktured, then became one of the city's most trusted names for breaks, house, bass, and drum & bass pressure. Public bios and interviews point to long-running residencies and performances across Last Supper Club, Club Contour, Noc Noc, The High Dive, Still Liquor, Kremwerk, and C89.5. Miss Min.D brings a rare mix of floor craft and community muscle: high-energy selections, emotional range, and a resident-level ability to make a room move without flattening her personality.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/miss-min.d-b8090edb.jpg,https://www.facebook.com/DJMissMin.D/,https://soundcloud.com/miss-min-d,,,,https://geishaz.com/artists/miss-min-d/,
miss-shelrawka,Miss Shelrawka,"Seattle, WA","Shelrawka, also billed as Miss Shelrawka, is a Seattle DJ who made her mark locally after relocating from New York City in 2008. Recent Kremwerk listings describe her as a highly sought-after selector with more than 20 years of experience, precise mixing, and a multi-genre approach shaped by techno, minimal, and underground club music.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/miss-shelrawka-582a1cbb.jpg,https://www.instagram.com/miss_shelrawka/,https://soundcloud.com/miss-shelrawka,,,,,Shelrawka|Miss Shelrawka
mmmelt,Mmmelt,,,false,,,,,,,,
moist-towelette,Moist Towelette,"Seattle, WA","For well over 20 years, Luying (also known as DJ Moist Towellette) has been a cornerstone of our local underground music scene. As a dedicated member of the Shameless crew and long time friend of the Chaos BurningMan crew, she has worked tirelessly behind the scenes to ensure that every event at venues like Rebar, Kremwerk, Pony, and Massive Club sounded great! Whether it’s a live act, DJ set, or comedy routine, Luying’s expertise in sound tech and production has made countless events successful.

Luying is not just a hardworking professional; she is a champion for the marginalized, always working with grace, dignity, and love. Her contributions to our community are immeasurable",true,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/moist_1778792869220.png,,,,,,,Moist Towellette
monotropa,Monotropa,"Seattle, WA","Monotropa is a Seattle-area DJ connected to the deeper, feel-forward side of the local underground. RA listings place them with Diffusion and CARAVAN lineups, moving through deep house, global sounds, and intimate basement energy. The existing bio had the right idea, but the story is bigger than ""sensual"" selections: Monotropa fits a Seattle lineage of patient, human-scale dance floors. In Shameless terms, expect warmth, slow-burn tension, and a room that gets pulled in rather than pushed around.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/monotropa-7763cc86.jpg,https://www.instagram.com/monotropa.0/,https://soundcloud.com/m0n0tr0pa,,,,,
moomin,Moomin,,,false,,https://www.instagram.com/moomin.de/,,,,,,
mozhgan,Mozhgan,,,false,,https://www.instagram.com/mozhyjooon/,,,,,,"Mozhgan (We Are Monsters, SF)"
mr-tc,Mr TC,,,false,,,,,,,,
mr-c,Mr. C,,,false,,,,,,,,
mr-linden,Mr. Linden,"Seattle, WA","Jeremy Linden is an Alaska-raised, Seattle-based DJ, designer, and producer who is an integral part of the local underground electronic music community. He is Creative Director at Underscore Recordings, one half of the DJ duo Lo|Key with Hector J. Rodriguez, and a resident at Train Car House Party, Soft Option, and Back of the House.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/c91e920c-2076-41e5-99ce-e460aebcdaa7.jpg,,,,https://www.youtube.com/@mrlinden,,https://mrlinden.com,Jeremy Linden
mrakulous,Mrakulous,"Seattle, WA",Seattle-based DJ active in the local electronic music community.,false,,,,,,,,
mz-artiz,Mz ArTiz,,,false,,https://www.instagram.com/mz_artiz/,,,,,,Mz. ArTiz
nkl-cty,NKL CTY,,,false,,https://www.instagram.com/nickcressman.dj/,,,,,,
nancy-dru,Nancy Dru,"Vancouver, BC","Nancy Dru is a Vancouver, BC-based techno DJ and producer with more than 20 years in electronic music. Her path started with online radio in the 1990s, moved through IDM, jungle, and ambient production, and evolved into dense, danceable techno marked by syncopated beats and acid bite. She has played alongside artists including Steffi, Carl Craig, and Rødhåd, with festival appearances tied to Mutek, Decibel, and Communikey. Nancy Dru brings Pacific Northwest techno with real architecture: brainy, bodily, and built from long-term commitment.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/nancy-dru-6933b3db.jpg,https://www.instagram.com/djnancydru/,https://soundcloud.com/nancy_dru,,,,,
nark,Nark,"Seattle, WA","Nark is Kevin Kauer, a Seattle/Palm Springs DJ, producer, photographer, designer, and nightlife builder behind Nark Magazine, Bottom Forty, and Massive. His work helped push Seattle queer club culture toward something stranger, sexier, and more open, with parties that made room for disco, acid house, techno, drag, fashion, and late-night weirdness. Behind the decks, Nark brings analog warmth, queer-club pressure, and the confidence of someone who helped build the room he is playing in.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/nark-614f9393.jpg,https://www.instagram.com/kk_nark/,https://soundcloud.com/nark,,,,https://massive.club,KK/Nark|Kevin Kauer|Nark (Top Floor)|Nark
natural-magic,Natural Magic,"Portland, OR","Portland, OR DJ duo (Michael McKinnon and Matthew Quiet). Host the Limited Edition parties and I Believe It's Magic radio show.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/natural-magic-c43ed76c.jpg,https://www.instagram.com/thenaturalmagic/,https://soundcloud.com/thenaturalmagic,,,,,
nayiram,Nayiram,"Seattle, WA","Nayiram is a Ghanaian-born, Seattle-based DJ pushing Afrobeats, Amapiano, Afro House, dancehall, and global club sounds through the city's nightlife. His work around The Afrobeats Party and Global Bounce has helped give Seattle a consistent, community-centered space for African music and Black dance-floor culture. On the decks, he moves like a connector, folding popular anthems, underground edits, and diasporic rhythms into one room. That energy opens the floor wider and makes the party feel bigger than one scene.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/nayiram-7d182b04.jpg,https://www.instagram.com/djnayiram/,https://soundcloud.com/djnayiram,,,,,Nayiram & Friends (Global Bounce)
nazo,Nazo,"Seattle, WA","Nazo is a Seattle-based house DJ originally from Soweto, South Africa, bringing Afro House and African-influenced electronic music into the local underground. His sound sits where rhythm, heritage, and club function overlap, favoring percussion, warmth, and a grounded sense of movement over empty spectacle. In a city often pulled toward European and American dance lineages, Nazo adds a needed rhythmic vocabulary and a different emotional center. He brings deep diasporic groove: sun, sweat, and a floor that moves from the hips outward.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/nazo-ed7790f2.jpg,https://www.instagram.com/nthabi4real/,https://soundcloud.com/djnazo,,,,https://www.globalbouncepresents.com/podcast/dj-nazo,DJ Nazo
nicesumitu,Nicesumitu,,,false,,https://www.instagram.com/nicesumitu/,,,,,,
nick-bertossi,Nick Bertossi,"Seattle, WA","A highly sought-after Seattle-based DJ and music producer known for explosive, tribal-infused sets that fuse raw energy with technical mastery. Originally from Canada, Nick has spent over 17 years building his name in the Seattle underground while playing internationally.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/065db26c-aa15-4329-ae5b-ce7855eb61b9.jpg,https://www.instagram.com/nickbertossi/,https://soundcloud.com/nick_bertossi,,,,,
nick-carroll,Nick Carroll,"Seattle, WA","Nick Carroll is a Seattle DJ, booker, and co-founder of secondnature. Through secondnature, Research, and Kremwerk-connected work, he helped carve out space for sharper techno, house, bass pressure, and late-night programming in the Pacific Northwest. As a DJ, he can move from heavy techno into house, classic dubstep, and disco without making it feel like a resume exercise. Nick brings range, taste, and a little danger to the floor.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/nick-carroll-d6e73e5b.jpg,https://www.instagram.com/nbcarroll/,https://soundcloud.com/ncarr0ll,,,,,
nick-holder,Nick Holder,,,false,,,,,,,,
nickole-thornton-gonzales,Nickole Thornton Gonzales,,,false,,,,,,,,
night-train,Night Train,,,false,,,,,,,,
nina-sol,Nina Sol,"Oakland, CA","Nina Sol is an Oakland-based DJ with a deep, soulful touch and a collector's ear for music that makes people feel held while they move. Her sets draw from soul, funk, house, disco, and diasporic groove, with residencies and Bay Area parties built around community as much as selection. She is not a rush-the-room kind of DJ; she lets warmth do the work until the floor is fully open. Nina brings sunlight, rhythm, and that rare kind of dance-floor generosity.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/nina-sol-b7dca2b2.jpg,https://www.instagram.com/djninasol/,https://soundcloud.com/djninasol,,,,,
nitin,Nitin,,,false,,,,,,,,
noah-coinflip,Noah Coinflip,,,false,,https://www.instagram.com/noah_coinflip,,,,,,
noah-pred,Noah Pred,,,false,,https://www.instagram.com/noahpred,,,,,,
noise-complaint,Noise Complaint,"Seattle, WA","Noise Complaint is a Seattle DJ and events collective built around thoughtfully curated house and techno nights. With long ties to the Kremwerk/Timbre Room ecosystem, the project has helped create space for touring guests, local selectors, and dance floors that want more intention than bottle-service wallpaper. The name is cheeky, but the work is serious: building rooms where underground music can feel social, sweaty, and specific. In the Shameless universe, Noise Complaint fits naturally,part promoter brain, part resident heat, and fully committed to keeping Seattle loud in the right ways.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/noise-complaint-8442f83f.jpg,https://www.instagram.com/noisecomplaintsea/,https://soundcloud.com/noisecomplaintsea,,,,,
nordic-soul,Nordic Soul,"Seattle, WA","Nordic Soul is Sean Horton, the DJ, producer, composer, and Decibel Festival founder whose fingerprints are all over Seattle electronic music. Under the Nordic Soul name, he channels the same wide-angle taste that made Decibel matter: techno, house, hip-hop, soul, live instrumentation, and emotionally charged electronic music without genre tunnel vision. His work behind the scenes helped connect Seattle to global experimental and club culture, while his DJ sets keep that history physical and floor-focused. In the Shameless world, Nordic Soul is both elder statesman and active voltage,deep roots, deep crates, and a room-first sense of momentum.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/nordic-soul-6737bf20.jpg,https://www.instagram.com/nordicsouldj/,https://soundcloud.com/nordic_soul,,,,,
ocnotes,OCNotes,,,false,,https://www.instagram.com/oc_note/,,,,,,
off99,OFF99,"Seattle, WA",Seattle-based DJ duo known for their sets at Deck'd Out and Shameless events. Part of the Seattle underground electronic music community.,false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/off99-a7795fef.jpg,https://www.instagram.com/off99seattle/,https://soundcloud.com/off99seattle,,,,,OFF99 (Rooftop)
odakai,Odakai,,,false,,https://www.instagram.com/odakai.music/,,,,,,
oliver-koletzki,Oliver Koletzki,,,false,,,,,,,,
olivia-bee,Olivia Bee,,,false,,https://www.instagram.com/oliviabee/,,,,,,
onyx-ocean,Onyx Ocean,,"After just over a year of DJ experience in the PNW scene, Onyx Ocean quickly established herself as a force to be reckoned with.

Her most notable recent appearance was as the opening act for The Crystal Method.

Throughout 2025, Onyx shared lineups with A Hundred Drums, UFO!, Phantom45, Mikey Lion, Marbs, Brett Johnson, Creach, and local legends Riz'N Robs (Won Love), Tony H, Luke Mandala, Iris, and Raica.

In her first year performing, she played sets for Emergence DNB, Quantum, Deep N Bass, Be My Guest, The Petricorps Sound System, Train Car House Party, Elevated Frequencies, Shameless Productions, Innerflight Music, Uniting Souls, Imagine Music and Arts Festival, and Cascadia NW Arts and Music Festival.

With a history in the festival and dance scene dating back to the age of 7, Onyx eventually began working in event production. She developed a deep love for her local underground scene, and a profound respect for those who run it. She is currently the youngest core crew member on the Cascadia festival team.

At the age of 11, Onyx completed the FCC training and became the youngest certified DJ on the community radio station KAOS. She and her mom are a DJ duo known as ""Shaman's Dose."" Together, they host ""Kitty Kat Cul-de-sac"" every other Sunday.

Onyx prides herself on her track selection. During any given day, you may catch her spinning Acid, Breakbeats, Drum & Bass, UKG, House, Techno, and Psytrance.

Whether you find her at a renegade, warehouse, or festival stage, her sets are crafted with intentional energy and emotional depth. Prepare yourself for a journey through dynamic atmosphere and driving basslines.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs%2Fonyx-ocean-59a51a8b.jpg,https://www.instagram.com/_onyxocean_/,https://soundcloud.com/onyx-ocean,,,,,Onyx
optometry-live,Optometry Live,,,false,,https://www.instagram.com/optometrymusic/,,,,,,Optometry Live (LA)
oroid,Oroid,,,false,,,,,,,,
orqid,Orqid,,,false,,https://www.instagram.com/orqidsound/,,,,,,
oscar-l,Oscar L,,,false,,https://www.instagram.com/oscarldj/,,,,,,
ovoid,Ovoid,,,false,,https://www.instagram.com/ovoidmusic/,,,,,,
pupusa,PUPUSA,,,false,,,,,,,,
pablo-bozzi,Pablo Bozzi,,,false,,https://www.instagram.com/pablo.bozzi/,,,,,,
papito-peace,Papito Peace,,,false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs%2Fpapito-peace-c30e6061.jpg,https://www.instagram.com/papitopeace/,,,,,,
pappa-t,Pappa T,,,false,,,,,,,,Pappa T.
parham,Parham,,,false,,,,,,,,
parker-mills,Parker Mills,,,false,,,,,,,,
pattern-drama,Pattern Drama,,,false,,,,,,,,
pelehon,Pelehon,"Seattle, WA",Seattle DJ who began DJing in 2019 and is a member of the Tremulant collective. Known for cosmic and cerebral electronic music.,false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/pelehon-818c9163.jpg,https://www.instagram.com/pelehonsounds/,https://soundcloud.com/pelehon,,,,,
pendle-coven,Pendle Coven,,,false,,,,,,,,
pete-the-shaker,Pete The Shaker,,,false,,,,,,,,
peter-evans,Peter Evans,"Seattle, WA","Peter Evans is a Seattle-based Viva Recordings DJ with a steady archive of local sets, radio mixes, and club recordings. His public SoundCloud history includes Viva Recordings dates, C89.5 The Vortex, Proton Featured Artist, Diffusion, and multiple Monkey Loft appearances. His sound sits in the deep-house lane: polished, patient, and built around groove instead of spectacle.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/peter-evans-bffd8c68.jpg,,https://soundcloud.com/djpeterevans,,,,,
pettarlas,Pettarlas,,,false,,,,,,,,
pole,Pole,,,false,,,,,,,,
poof,Poof,"Seattle, WA","Benji Rubinoff, aka Poof, is a resident DJ at Massive Club and organizer of the queer underground event Squelch Seattle. Their sets blend disco, funk, and deep house with community spirit, creating inclusive dancefloor experiences that center queer joy and belonging.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/fb63bfca-f8f9-45c1-abed-647fd261b372.jpg,https://www.instagram.com/poof.dj/,https://soundcloud.com/poof-dj,,,,,
porkchop,Porkchop,,,false,,,,,,,,
porky,Porky,"San Diego, CA","Porky is David Leon, the San Diego native and Desert Hearts wildcard whose lighthearted name hides a very serious commitment to the party. Raised around the same Southern California underground orbit as the Desert Hearts crew, he built his reputation through colorful, high-energy house and techno sets at Desert Hearts weekenders, Burning Man, Tulum, and City Hearts events across North America. His style is playful without being disposable: weird techno corners, house crowd-pleasers, big personality, and a selector's instinct for turning records into moments.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/porky-e54d04d1.jpg,https://www.instagram.com/porky_dj/,https://soundcloud.com/porky-deserthearts,,,,,
project-32,Project 32,"Seattle, WA","Project 32 is Steven, a Seattle electronic artist whose public profile keeps the description simple: synths and things. Listings place Project 32 in the city's live electronic circuit, including Kremwerk support for LA techno figure Truncate and Shameless' Memorial Day Hijinks at Monkey Loft. The project leans hardware-minded and direct, with compact live electronic energy built for the room.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/project-32-e7d3784a.jpg,https://www.instagram.com/p32_osc/,https://soundcloud.com/project_32,,,,https://www.kremwerk.com/upcoming/2024/11/08/truncate-with-project32-and-dj-raine,
r-pal,R-Pal,,,false,,,,,,,,
roams,ROAM(S),,,false,,,,,,,,Roams
rowan-ruthless,ROWAN RUTHLESS,,,false,,https://www.instagram.com/therowanruthless/,,,,,,
rachel-vick,Rachel Vick,"Seattle, WA","Seattle-based vocalist, songwriter, guitarist, pianist, and DJ. Born in Cleveland, OH and now thriving in Seattle. Known for both live performances and DJ sets.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/rachel-vick-2398644f.jpg,https://www.instagram.com/rachelhvick/,https://soundcloud.com/rachelvickmusic,,,,,Rachael Vick|roam(s) x Rachel Vick
radio-slave,Radio Slave,,,false,,https://www.instagram.com/radioslaveofc/,,,,,,
raica,Raica,"Seattle, WA","Raica is the ambient and experimental electronic project of Seattle artist Chloe Harris, a veteran DJ, label operator, and lifelong record obsessive. Harris started in record stores young, began DJing as a teenager, and went on to help run Further Records while developing Raica as a space for improvisational, textural electronics. The sound drifts between ambient, techno, and hardware-driven abstraction, built for deep listening but never disconnected from the body. Raica brings a different kind of intensity: fog, circuitry, pressure, and the kind of patience that makes a room lean in.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/raica-b78e7b82.jpg,https://www.instagram.com/chloeharris_raica/,https://soundcloud.com/raicamusic,,,,,
ramiro,Ramiro,"Seattle, WA","Ramiro is Ramiro Gutierrez, founder of Uniting Souls and one of Seattle house music's true community architects. Since founding Uniting Souls in 1997 and making Seattle home in 2000, he has produced and performed at hundreds of events, helped build the Uniting Souls Music label, and earned descriptions like ""Seattle house music institution"" and ""West Coast legend."" His DJ sets are built around connection, storytelling, groove, and the belief that house music thrives when the room feels welcome. Ramiro brings the full package: history, heart, label-head discipline, and dance-floor generosity.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/ramiro-c2bed37d.jpg,https://www.instagram.com/ramiro_uniting_souls/,https://soundcloud.com/ramiroseattle,,,,,
rascal-rae,Rascal Rae,"Seattle, WA",Seattle electronic artist and DJ. Known for hardware-based live sets and a whimsical approach to music production.,false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/rascal-rae-001ca2b0.jpg,https://www.instagram.com/rascal_rae/,https://soundcloud.com/rascalrae,,,,,
red-star,Red Star,,,false,,,,,,,,
repoman,Repoman,"Seattle, WA","Repoman is a Seattle DJ, promoter, and graphic designer — and co-creator of the highly influential Night Moves party series. His sets pull from EBM, electro, wave, acid, synth, and darker club strains, built for dancers who like the room dim and the drums metallic.

Alongside fellow Seattle DJ Wax Witch (founder of Babe Night), Repoman co-runs Night Moves, a crew widely recognized for curating dark, high-energy, club-kid-friendly events including the celebrated Blood Rave and Acid Punx parties. He is a staple of the Seattle nightlife circuit, frequently spinning at Massive and Kremwerk and hosting b2b sets with prominent local DJs.

Beyond the decks, Repoman (also credited as @repomqn) doubles as an event photographer, capturing the raw energy of the Seattle underground scene.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/repoman-profile.jpg,https://www.instagram.com/repo.mxn/,,,,,https://www.instagram.com/nightmoves206/,
reverend-dollars,Reverend Dollars,,,false,,https://www.instagram.com/reverenddollars/,,,,,,
rex,Rex,"Seattle, WA","Rex is a Seattle DJ with an open-format style built around turntable skill, quick transitions, and crowd-focused wordplay. His sets pull from soulful rhythms, club energy, and dance-floor instincts, giving him a flexible lane in Seattle's underground party circuit.",false,,,,,,,,
rhett,Rhett,,,false,,,,,,,,
rhines,Rhines,,,false,,,,,,,,
rick-preston,Rick Preston,"San Jose, CA","Rick Preston is a Bay Area legend who helped lay the foundation of the West Coast underground dance scene. A Viva Recordings artist from day one, his career began in the early 80s immersed in disco and funk. His track ""Spring Fling"" was featured on Mark Farina's San Francisco Sessions Vol. 1, and he has been a fixture at Seattle's Monkey Loft for Viva and Shameless events.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/d293f2a8-e16d-4541-80c9-7bec7b3345da.jpg,https://www.instagram.com/djrickpreston/,,,,,,
riff-raff,Riff Raff,,,false,,,,,,,,
right-cheek,Right Cheek,,,false,,,,,,,,
rinzen,Rinzen,,,false,,https://www.instagram.com/rinzen/,,,,,,
riz-rob,Riz & Rob,"Seattle, WA","Seattle DJ duo featuring Riz Rollins and Rob Green. Riz is a 35+ year KEXP radio personality, venerated Seattle fixture at gay, hip-hop and electronic dance parties.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/riz-rob-1f7d3294.jpg,https://www.instagram.com/reverend_dr_dj_riz/,,,,,,
